20210606 220100;4221;4222.5;4220;4220.5;31
20210606 220300;4220.75;4220.75;4220.75;4220.75;4
20210606 220400;4220;4220;4220;4220;4
20210606 220500;4218.25;4218.25;4217.5;4218.25;9
20210606 220600;4218.25;4219.25;4218.25;4219.25;3
20210606 220700;4219.5;4219.5;4219.5;4219.5;1
20210606 220800;4219.5;4219.5;4218.25;4218.25;4
20210606 220900;4219.25;4219.5;4219;4219.5;8
20210606 221000;4219.5;4219.5;4218.5;4218.5;3
20210606 221300;4219.5;4219.5;4218.25;4218.25;4
20210606 221600;4219.25;4219.25;4219.25;4219.25;1
20210606 221900;4218.5;4218.5;4218.25;4218.25;3
20210606 222200;4219.75;4220;4219;4219;4
20210606 222300;4219.5;4219.5;4219.5;4219.5;2
20210606 222400;4220;4221.25;4220;4221.25;12
20210606 222500;4221;4221.5;4220.75;4220.75;11
20210606 222600;4220.25;4220.25;4220.25;4220.25;1
20210606 222700;4220.25;4220.25;4219;4219;5
20210606 222800;4219.25;4219.5;4219.25;4219.5;2
20210606 222900;4219.75;4219.75;4219.75;4219.75;1
20210606 223100;4219.75;4219.75;4219.75;4219.75;1
20210606 223700;4218.25;4218.25;4218.25;4218.25;1
20210606 224000;4218.75;4218.75;4217.75;4217.75;3
20210606 224300;4217.5;4217.5;4217.5;4217.5;1
20210606 224800;4218.25;4218.25;4218.25;4218.25;2
20210606 225300;4218.25;4218.25;4218.25;4218.25;1
20210606 230300;4219;4219;4219;4219;1
20210606 230900;4218.25;4218.25;4218.25;4218.25;4
20210606 231000;4218.5;4218.5;4218.5;4218.5;1
20210606 231700;4219;4219;4219;4219;1
20210606 232000;4220;4220;4220;4220;1
20210606 232100;4220.25;4220.25;4220.25;4220.25;1
20210606 232300;4219.75;4219.75;4219.75;4219.75;1
20210606 232400;4220;4220;4219.75;4219.75;6
20210606 232500;4219.75;4219.75;4219.75;4219.75;1
20210606 232800;4219.75;4219.75;4219.75;4219.75;1
20210606 232900;4219;4219;4219;4219;1
20210606 233000;4219.75;4219.75;4219.75;4219.75;1
20210606 233500;4218.75;4218.75;4218.75;4218.75;1
20210606 233600;4219.25;4219.25;4219.25;4219.25;2
20210606 234100;4219.5;4219.5;4219.5;4219.5;1
20210606 234200;4219.25;4219.25;4219.25;4219.25;2
20210606 234400;4219.25;4219.5;4219.25;4219.5;3
20210606 234500;4219;4219;4219;4219;1
20210606 234600;4218.75;4218.75;4218.75;4218.75;2
20210606 235400;4220;4220;4220;4220;181
20210607 000100;4219;4219;4218.25;4218.25;7
20210607 000200;4218;4218;4218;4218;1
20210607 000300;4217.5;4217.5;4212.5;4214.25;66
20210607 000400;4215.5;4215.5;4215.5;4215.5;2
20210607 000500;4214.5;4214.5;4214.5;4214.5;1
20210607 000700;4216.5;4216.5;4216.5;4216.5;3
20210607 000800;4218;4218;4218;4218;2
20210607 000900;4218.25;4218.25;4218.25;4218.25;1
20210607 001000;4218;4218;4218;4218;5
20210607 001100;4216.75;4216.75;4216.75;4216.75;1
20210607 001200;4217.25;4217.25;4217;4217;2
20210607 001300;4217.25;4217.25;4217.25;4217.25;1
20210607 001500;4216.25;4216.5;4216;4216;3
20210607 001600;4215.75;4215.75;4215.75;4215.75;2
20210607 001900;4215.75;4215.75;4215.75;4215.75;2
20210607 002000;4215;4215;4214;4214;8
20210607 002100;4214;4214;4213.75;4213.75;2
20210607 002200;4213.75;4213.75;4213.75;4213.75;1
20210607 002500;4213.5;4213.5;4213;4213;6
20210607 002600;4213;4213;4212.5;4212.5;12
20210607 002700;4212.5;4212.75;4212.25;4212.75;5
20210607 002800;4213;4213.5;4213;4213.5;5
20210607 003000;4214.25;4214.25;4214.25;4214.25;1
20210607 003100;4213;4213.75;4213;4213.75;3
20210607 003200;4213;4213;4213;4213;2
20210607 003500;4214;4214.25;4214;4214.25;2
20210607 003600;4213.75;4213.75;4213.25;4213.25;10
20210607 003700;4213.5;4213.5;4213.25;4213.25;8
20210607 003800;4213;4213.5;4213;4213.5;7
20210607 003900;4213.25;4213.5;4213.25;4213.25;4
20210607 004000;4213.75;4213.75;4213.75;4213.75;3
20210607 004400;4214.5;4214.75;4214.5;4214.75;4
20210607 004500;4215;4215;4215;4215;1
20210607 004700;4214.25;4214.25;4214.25;4214.25;1
20210607 004900;4214;4214;4214;4214;1
20210607 005000;4214;4214;4214;4214;1
20210607 005500;4213.5;4213.5;4213.25;4213.25;2
20210607 005600;4213.5;4213.5;4212.75;4212.75;5
20210607 010100;4214;4214;4212.5;4213;11
20210607 010200;4212.75;4212.75;4212.75;4212.75;3
20210607 010300;4212.5;4212.75;4212.5;4212.75;2
20210607 010500;4212.5;4212.5;4212.5;4212.5;1
20210607 010600;4212.75;4213.5;4212.75;4213.5;4
20210607 010700;4213;4213;4213;4213;1
20210607 010800;4212.25;4212.5;4212.25;4212.5;4
20210607 010900;4212.5;4212.5;4212.5;4212.5;1
20210607 011000;4211.5;4211.5;4211.5;4211.5;4
20210607 011200;4211.75;4211.75;4211.75;4211.75;1
20210607 011300;4212.25;4212.25;4212.25;4212.25;1
20210607 011400;4212.5;4212.5;4212.5;4212.5;2
20210607 011500;4212;4212;4211.75;4212;11
20210607 011800;4212.75;4213.5;4212.75;4213.5;3
20210607 012200;4213.25;4213.25;4213.25;4213.25;1
20210607 012500;4213.75;4214;4213.75;4214;2
20210607 012600;4214;4214;4214;4214;2
20210607 013400;4212.25;4212.25;4212.25;4212.25;1
20210607 014000;4211.5;4211.5;4211.5;4211.5;1
20210607 014100;4211;4211;4210.5;4210.5;15
20210607 014200;4211;4211;4211;4211;1
20210607 014400;4211.25;4211.25;4211.25;4211.25;1
20210607 014600;4211;4211;4211;4211;1
20210607 014700;4210.75;4210.75;4210.75;4210.75;1
20210607 014800;4210.5;4210.75;4210.5;4210.75;2
20210607 015400;4211.5;4211.5;4211.5;4211.5;1
20210607 015800;4210.75;4210.75;4210.75;4210.75;2
20210607 015900;4210.5;4210.75;4210.5;4210.75;2
20210607 020200;4210.5;4210.5;4210.25;4210.25;2
20210607 020500;4210;4210;4209.75;4209.75;13
20210607 020600;4209.5;4209.5;4209.5;4209.5;1
20210607 020800;4210.5;4210.5;4210.5;4210.5;1
20210607 020900;4210.75;4211;4210.75;4210.75;3
20210607 021100;4210.5;4210.5;4210.5;4210.5;1
20210607 021900;4211.25;4211.25;4211.25;4211.25;2
20210607 022200;4211.5;4211.5;4211.25;4211.25;4
20210607 022500;4211.5;4211.5;4211.5;4211.5;1
20210607 022900;4212.5;4212.5;4212.5;4212.5;8
20210607 023000;4212;4212;4212;4212;2
20210607 023700;4212.25;4212.25;4212.25;4212.25;1
20210607 025200;4211.75;4211.75;4211.75;4211.75;2
20210607 025900;4211.5;4211.5;4211.5;4211.5;1
20210607 030000;4211.75;4211.75;4211.75;4211.75;1
20210607 030300;4211.75;4211.75;4211.75;4211.75;1
20210607 030400;4212.25;4212.25;4212.25;4212.25;1
20210607 030600;4212.25;4212.25;4212.25;4212.25;1
20210607 031800;4214;4214.5;4214;4214.5;13
20210607 032200;4214.5;4214.5;4214.5;4214.5;1
20210607 032300;4213.75;4213.75;4213.75;4213.75;2
20210607 032600;4212.5;4212.5;4212.5;4212.5;1
20210607 032800;4213;4213;4213;4213;1
20210607 033400;4213;4213;4213;4213;2
